"","X1","new_col"
"1307","гармата",0
"1308","гарматний",0
"1309","гармонійний",1
"1310","гармонійний",1
"1311","гармонійно",1
"1312","гармонія",1
"1313","гарненький",1
"1314","гарненько",1
"1315","гарний",2
"1316","гарнізон",0
"1317","гарячий",0
"1318","гасити",0
"1319","гасло",0
"1320","гаснути",-2
"1321","гашиш",0
"1322","гвалтувати",-1
"1323","гвардійський",0
"1324","гвардія",0
"1325","гвинтівка",0
"1326","гвинтокрил",0
"1327","гей",0
"1328","гельсінкський",0
"1329","гендерний",0
"1330","гендиректор",0
"1331","генерал",0
"1332","генерал-лейтенант",0
"1333","генерал-майор",0
"1334","генерал-полковник",0
"1335","генералісимус",1
"1336","генеральний",0
"1337","генератор",0
"1338","генерувати",0
"1339","геніальний",1
"1340","геній",2
"1341","генпрокурор",0
"1342","географічний",0
"1343","географія",0
"1344","геолог",0
"1345","геометрія",0
"1346","геополітика",0
"1347","георгіївський",0
"1348","германо",0
"1349","героїн",-2
"1350","героїчний",2
"1351","героїчно",1
"1352","герой",1
"1353","геройство",1
"1354","гестапо",0
"1355","гетеросексуал",0
"1356","гетеросексуальний",0
"1357","гидота",-2
"1358","гидота",-1
"1359","гидувати",-1
"1360","гинути",-1
"1361","гівняний",-2
"1362","гігант",0
"1363","гігантський",0
"1364","гігієнічний",0
"1365","гідний",1
"1366","гідність",1
"1367","гільза",-1
"1368","гімназія",0
"1369","гінеколог",0
"1370","гіпертонічний",-2
"1371","гіпертонія",-2
"1372","гіпертрофований",-1
"1373","гіпноз",-2
"1374","гітлерівець",-1
"1375","гітлерівський",-1
"1376","глава",0
"1377","гладкий",0
"1378","гламурний",-1
"1379","глечик",0
"1380","глибинний",0
"1381","глибокий",0
"1382","глибоководний",0
"1383","глибокодумний",1
"1384","глобалізація",0
"1385","глобальний",0
"1386","глушник",0
"1387","глядач",0
"1388","гнаний",-1
"1389","гнати",0
"1390","гнида",-2
"1391","гнилий",-2
"1392","гнисти",-2
"1393","гнів",-1
"1394","гнівний",-1
"1395","гній",0
"1396","гнітити",-2
"1397","гнітючий",-1
"1398","гнобитель",-2
"1399","гнобити",-1
"1400","гнути",-2
"1401","говоритися",0
"1402","гоголівський",0
"1403","година",0
"1404","годувати",0
"1405","голландський",0
"1406","голова",0
"1407","головлікар",0
"1408","головний",0
"1409","головнокомандувач",0
"1410","головоломка",0
"1411","головувати",0
"1412","голод",-2
"1413","голодний",-2
"1414","голодомор",-1
"1415","голослівний",-1
"1416","голубий",1
"1417","гомельський",0
"1418","гомеричний",-1
"1419","гомосексуалізм",0
"1420","гомосексуальний",0
"1421","гомофоб",-1
"1422","гоніння",-1
"1423","гонка",0
